,Unnamed: 0,eid,Author_ID,Affiliation_ID,cite,Auth_Ave_Cites,IsHigh
772,2876,2-s2.0-47649100510,55740453000,60003500,12,not high,0
775,2883,2-s2.0-84863046228,35323219700,60013983,1,not high,0
776,2887,2-s2.0-43949128394,6603642720,60019176,2,not high,0
777,2889,2-s2.0-47649091429,14631528100,60012387,4,not high,0
782,2894,2-s2.0-47649132809,14054613500,60000251,5,not high,0
785,2899,2-s2.0-47649112463,6602129406,60005510,2,not high,0
787,2901,2-s2.0-47649107469,55739553600,60019647,1,not high,0
789,2905,2-s2.0-84871232175,6602349901,60017246,0,not high,0
790,2907,2-s2.0-47649106725,6603379369,60009254,0,not high,0
791,2909,2-s2.0-58149236461,7004241909,60025858,0,not high,0
792,2911,2-s2.0-84856981088,7202856244,60025272,0,not high,0
794,2920,2-s2.0-47649109752,7101675753,60020273,0,not high,0
795,2927,2-s2.0-49049108472,26642959500,60027561,0,not high,0
796,2930,2-s2.0-47649093675,8586815400,60019499,1,not high,0
800,2934,2-s2.0-45949110250,23049540800,60012259,37,not high,0
802,2940,2-s2.0-49049095906,7202458689,60011410,2,not high,0
803,2943,2-s2.0-38349018963,6701615052,60104038,1,not high,0
806,2947,2-s2.0-47649104018,35336174400,60012387,2,not high,0
809,2951,2-s2.0-84885964832,24352852800,60033021,3,not high,0
810,2954,2-s2.0-84886026219,8856581600,60007801,2,not high,0
811,2957,2-s2.0-47649108700,14630423200,60016247,3,not high,0
813,2964,2-s2.0-60849085261,6604069881,60017246,1,not high,0
815,2973,2-s2.0-38049036713,7003773948,60029526,19,not high,0
816,2974,2-s2.0-34548766761,9238131200,60000256,3,not high,0
818,2978,2-s2.0-44949166522,56027255200,60018805,1,not high,0
819,2979,2-s2.0-38049181573,57191688283,60005244,1,not high,0
821,2994,2-s2.0-47649108676,56896219700,60033041,4,not high,0
822,2995,2-s2.0-47649099138,36063274500,60018308,1,not high,0
823,2998,2-s2.0-39449124154,35232046000,60005290,10,not high,0
825,3007,2-s2.0-47649131098,13605421200,60015206,4,not high,0
827,3011,2-s2.0-47649120172,6505925601,60022195,0,not high,0
829,3015,2-s2.0-47649123116,56264072800,60011132,0,not high,0
831,3018,2-s2.0-38149071634,7102138219,60104220,0,not high,0
832,3021,2-s2.0-84856978188,7005180387,60017246,0,not high,0
834,3024,2-s2.0-84886064690,7003477694,60001881,0,not high,0
836,3032,2-s2.0-84871248514,14219019900,60014059,0,not high,0
841,3040,2-s2.0-38149064530,7404501046,60030514,1,not high,0
844,3056,2-s2.0-79952395176,55143648300,60032083,2,not high,0
847,3059,2-s2.0-36549021546,56023619300,60031004,54,not high,0
851,3064,2-s2.0-38349054178,35234686300,60001115,3,not high,0
853,3073,2-s2.0-49049101878,6602973717,60104291,1,not high,0
854,3074,2-s2.0-36148938721,55172709600,60007902,5,not high,0
855,3078,2-s2.0-44949178403,23392944400,60007711,6,not high,0
858,3086,2-s2.0-84857519062,16643026100,60001769,0,not high,0
859,3091,2-s2.0-84871213763,7004115873,,0,not high,0
860,3092,2-s2.0-84871972892,55418224700,60002668,0,not high,0
862,3099,2-s2.0-47649114917,35361916700,60003467,0,not high,0
863,3104,2-s2.0-84857016065,7102394302,60019674,0,not high,0
864,3110,2-s2.0-49049090140,24512165300,60002476,0,not high,0
866,3114,2-s2.0-84871248160,55937417700,60033241,0,not high,0
867,3115,2-s2.0-40949144011,6603395517,60032563,0,not high,0
868,3117,2-s2.0-84871182443,8606961000,60024007,0,not high,0
870,3120,2-s2.0-49049121598,7006734394,60016561,0,not high,0
871,3127,2-s2.0-38349006944,8655043000,60030612,1,not high,0
872,3140,2-s2.0-49049098674,35748611300,60009500,11,not high,0
875,3143,2-s2.0-38549084077,55909474900,60008332,1,not high,0
877,3147,2-s2.0-37249077489,7007157797,60008042,3,not high,0
878,3149,2-s2.0-36749050495,56234538700,60011394,105,not high,0
879,3157,2-s2.0-49049113659,24344958500,60004354,2,not high,0
882,3160,2-s2.0-47649122605,8981003200,60025578,2,not high,0
884,3176,2-s2.0-47649093416,23981703800,60014171,3,not high,0
886,3187,2-s2.0-55749101797,7003662061,60015881,12,not high,0
887,3191,2-s2.0-84871956075,7004435925,60023202,0,not high,0
888,3192,2-s2.0-38049177347,7102138219,60104220,0,not high,0
889,3196,2-s2.0-49049104160,7406906439,60024266,0,high,1
891,3202,2-s2.0-38049031875,7201422778,60005686,0,not high,0
892,3205,2-s2.0-67650391241,23389209600,60016605,3,not high,0
894,3216,2-s2.0-43849086290,55929331600,60015986,5,not high,0
895,3221,2-s2.0-47649106228,7202559775,60073385,18,not high,0
896,3232,2-s2.0-47649090109,15843966100,60000928,10,not high,0
899,3241,2-s2.0-47649131944,7403931882,60005465,3,not high,0
900,3242,2-s2.0-44949131681,24344958500,60004354,3,not high,0
904,3250,2-s2.0-47649093947,8935558000,60103801,15,not high,0
907,3257,2-s2.0-47649098285,8914487400,60002746,5,not high,0
908,3259,2-s2.0-38049091170,55350109700,60031863,2,not high,0
910,3274,2-s2.0-49049092574,23388986300,60005429,0,not high,0
912,3285,2-s2.0-47649107207,35340251400,60030904,0,not high,0
915,3289,2-s2.0-84872004750,10939084600,60027950,0,not high,0
918,3298,2-s2.0-58149375506,14831523700,60070487,8,not high,0
922,3304,2-s2.0-44949144933,12239603400,60021121,3,not high,0
925,3308,2-s2.0-47649098045,7405609977,60003467,9,not high,0
926,3317,2-s2.0-36549031650,7005381250,60005681,58,not high,0
929,3325,2-s2.0-47649109508,35748611300,60009500,3,not high,0
931,3331,2-s2.0-47649102911,35317445800,60004923,1,not high,0
933,3340,2-s2.0-38149027043,57050756600,60032882,8,not high,0
934,3344,2-s2.0-49049103121,6602788919,60003771,2,not high,0
935,3346,2-s2.0-84863017077,56159704200,60002162,0,not high,0
936,3348,2-s2.0-84871958585,15832333100,60019544,0,high,1
940,3362,2-s2.0-37149014099,6602661167,60010023,24,not high,0
942,3369,2-s2.0-47649108140,15045921800,60003122,3,not high,0
944,3375,2-s2.0-38949110235,7005069650,60021947,1,high,1
950,3382,2-s2.0-79952021421,11141388500,60014982,6,not high,0
951,3387,2-s2.0-38449110835,7201760345,60025160,19,not high,0
957,3404,2-s2.0-47649127913,6603294369,60018319,3,not high,0
959,3413,2-s2.0-36148982246,7006264623,60026829,40,not high,0
960,3414,2-s2.0-37349086801,7005071250,60024541,3,not high,0
961,3416,2-s2.0-47649097300,24473839500,60006832,1,not high,0
965,3422,2-s2.0-38949176355,6602663029,60021859,5,not high,0
967,3427,2-s2.0-66749100074,7403048836,60014256,2,not high,0
969,3436,2-s2.0-84859769152,7202239519,60018353,3,not high,0
971,3447,2-s2.0-47649085072,10739831700,60019647,0,not high,0
972,3449,2-s2.0-84871942362,8606495400,60013651,0,not high,0
974,3453,2-s2.0-47649119883,14326058700,60018306,0,not high,0
978,3462,2-s2.0-38049058394,7501838676,60012704,0,not high,0
980,3464,2-s2.0-49049084217,35515248200,60027090,0,not high,0
982,3466,2-s2.0-36949026125,7102878204,60001772,0,not high,0
984,3473,2-s2.0-84871959399,7201857794,60025761,0,not high,0
986,3481,2-s2.0-84871237228,7102702401,60008042,0,not high,0
988,3486,2-s2.0-49049098266,8871373800,60010065,3,not high,0
989,3488,2-s2.0-38349011821,6701456474,60018491,5,not high,0
991,3502,2-s2.0-38049132955,6508221706,60017697,4,not high,0
992,3509,2-s2.0-47649131362,8510710900,60068688,0,not high,0
993,3514,2-s2.0-38349078913,7102256498,60031198,0,not high,0
996,3521,2-s2.0-84863142674,9639703500,105451563,0,not high,0
997,3524,2-s2.0-47649128186,6602597612,60029611,0,not high,0
999,3528,2-s2.0-38349126043,7102092397,60016005,0,not high,0
1000,3535,2-s2.0-84871214699,7801377410,,0,not high,0
1001,3546,2-s2.0-38349063028,55885522800,60015375,6,not high,0
1003,3548,2-s2.0-47349127291,7006024868,60018179,3,not high,0
1004,3550,2-s2.0-56349163039,7003477694,60001881,3,not high,0
1005,3556,2-s2.0-47649128206,7202470108,60027090,1,not high,0
1006,3566,2-s2.0-80053990757,8719233300,60029616,4,not high,0
1009,3573,2-s2.0-39749111875,6505847261,60021418,67,not high,0
1010,3579,2-s2.0-76749144879,35926834300,60002636,5,not high,0
1014,3591,2-s2.0-47649103739,9274397000,60014739,1,not high,0
1016,3598,2-s2.0-50249163176,7005419513,60002575,2,not high,0
1017,3603,2-s2.0-84871967847,6701805506,60015543,1,not high,0
1018,3606,2-s2.0-52249086449,15034401100,60031031,1,not high,0
1019,3628,2-s2.0-47649113453,12783474300,60005244,3,not high,0
1021,3638,2-s2.0-36549048871,7006338221,60000256,36,not high,0
1024,3645,2-s2.0-84886055618,18039042000,60028599,0,not high,0
1025,3652,2-s2.0-47649123115,36145644400,60003212,0,not high,0
1026,3654,2-s2.0-38049048293,7003637352,60024989,0,not high,0
1027,3659,2-s2.0-84885963537,56148508300,60074388,0,not high,0
1029,3673,2-s2.0-84857596152,7402292851,60030835,0,not high,0
1030,3674,2-s2.0-38349027647,7102481188,60020475,2,not high,0
1034,3679,2-s2.0-38349045419,56195720500,60024941,1,not high,0
1036,3681,2-s2.0-49049104789,26535786000,60032179,1,not high,0
1040,3686,2-s2.0-47349094535,56433742400,60032760,1,not high,0
1042,3695,2-s2.0-36248952693,8389098400,60022169,6,not high,0
1044,3697,2-s2.0-84856997531,7102080520,60011001,2,not high,0
1045,3700,2-s2.0-36248965797,23005409300,60012548,4,not high,0
1047,3707,2-s2.0-36949003878,7003949922,60072443,47,high,1
1049,3712,2-s2.0-47649121806,56163432300,60002873,3,not high,0
1051,3714,2-s2.0-36549050758,56926850200,60026324,48,not high,0
1056,3722,2-s2.0-47649121506,8914487400,60007776,0,not high,0
1057,3723,2-s2.0-84871182786,23135615600,,0,not high,0
1059,3738,2-s2.0-38549151665,8713986400,60033420,0,not high,0
1062,3741,2-s2.0-78649641028,8942068000,60003467,1,not high,0
1066,3747,2-s2.0-44949175894,56159704200,60002162,2,not high,0
1068,3751,2-s2.0-45849117153,55450116600,60021293,18,not high,0
1069,3753,2-s2.0-47649102100,56013484400,60026610,1,not high,0
1070,3756,2-s2.0-39449094132,55953954800,60007474,10,not high,0
1071,3763,2-s2.0-44249085445,55952255000,60030398,3,not high,0
1074,3775,2-s2.0-49049120099,10341059800,60012162,3,not high,0
1076,3777,2-s2.0-47649097303,55909658400,60023813,14,not high,0
1080,3791,2-s2.0-44949239507,56024684400,60013789,3,not high,0
1081,3795,2-s2.0-47649123555,7004718083,60027090,1,not high,0
1082,3805,2-s2.0-47649106724,15843966100,60000928,5,not high,0
1085,3812,2-s2.0-38149019213,7403177739,60024948,4,not high,0
1087,3816,2-s2.0-38349070542,23391251900,60018869,0,not high,0
1088,3818,2-s2.0-38049185212,55712115900,60000463,0,not high,0
1090,3823,2-s2.0-84871991396,7003519592,60025187,0,not high,0
1091,3830,2-s2.0-52949145193,8708131700,60000264,0,not high,0
1094,3842,2-s2.0-38149074164,7404136666,60010953,0,not high,0
1095,3846,2-s2.0-38049158334,7004954228,60025063,0,not high,0
1096,3850,2-s2.0-84887957289,7003488915,60015331,0,not high,0
1098,3864,2-s2.0-49049104788,7103092068,60026851,0,not high,0
1099,3873,2-s2.0-46249122287,6701726503,60010756,8,not high,0
1100,3875,2-s2.0-47649110051,7102856656,60103898,7,not high,0
1102,3877,2-s2.0-47649100233,35235796300,60018179,1,not high,0
1105,3882,2-s2.0-47649131926,7406661433,60032144,2,not high,0
1106,3888,2-s2.0-58149379801,16643026100,60001769,9,not high,0
1107,3892,2-s2.0-38349003267,7003272796,60018179,2,not high,0
1109,3897,2-s2.0-37249092959,7005405147,60005248,116,high,1
1110,3898,2-s2.0-84856978056,25654191800,60020547,2,not high,0
1112,3906,2-s2.0-46449127134,8720349300,60032507,1,not high,0
1113,3911,2-s2.0-38049088150,7004092479,60023610,2,not high,0
1114,3919,2-s2.0-47649103157,7202622028,60003467,7,high,1
1115,3922,2-s2.0-37549015678,26643489700,60012387,7,not high,0
1118,3927,2-s2.0-44949131680,6602266666,60007056,0,not high,0
1119,3931,2-s2.0-38549108347,35262942100,60016930,0,not high,0
1120,3939,2-s2.0-47649095727,7409429245,60010261,0,not high,0
1121,3940,2-s2.0-84863081857,14028019700,60027090,0,not high,0
1124,3951,2-s2.0-47649120950,9639703500,60013959,0,not high,0
1125,3954,2-s2.0-47649095704,12799790200,60024266,1,not high,0
1127,3961,2-s2.0-49149117993,9334966200,60003467,3,not high,0
1131,3967,2-s2.0-78649320913,6507535742,60020633,1,not high,0
1132,3981,2-s2.0-44649198295,7601320369,60012387,6,not high,0
1133,3982,2-s2.0-38549156536,24468572400,60004538,1,not high,0
1136,3989,2-s2.0-44949260941,35563126400,60004354,1,not high,0
1137,3992,2-s2.0-47649104016,7102856656,60103898,1,not high,0
1140,4008,2-s2.0-77951661232,9742234400,60002636,1,not high,0
1145,4016,2-s2.0-77951664067,24176382200,60002636,2,not high,0
1147,4018,2-s2.0-50249157055,36076941100,60032325,2,not high,0
1148,4022,2-s2.0-79951958283,35609950300,60027950,3,not high,0
1149,4023,2-s2.0-39149129302,7005180387,60017059,2,not high,0
1152,4032,2-s2.0-36349035211,7101687421,60013959,305,not high,0
1154,4042,2-s2.0-84886083855,56420393600,60078616,1,not high,0
1155,4045,2-s2.0-53149128419,7406650319,60001456,0,not high,0
1157,4055,2-s2.0-84871221872,14017989400,60000762,0,not high,0
1159,4059,2-s2.0-47649132437,6602549479,60013959,0,not high,0
1160,4073,2-s2.0-37849018743,7404479890,60006410,1,not high,0
1166,4079,2-s2.0-38549160637,9743668000,60004708,3,not high,0
1179,4092,2-s2.0-47649108422,8982328500,60020730,0,not high,0
1182,4097,2-s2.0-49049105153,35361916700,60003467,0,not high,0
1183,4106,2-s2.0-84857001276,56376058200,60027863,0,not high,0
1186,4117,2-s2.0-84880112551,6602530213,60004424,0,not high,0
1187,4124,2-s2.0-51749112256,7005468041,60019674,0,not high,0
1189,4141,2-s2.0-47649092233,6701857025,60026851,10,not high,0
1190,4162,2-s2.0-47649100770,7003406044,60000461,7,not high,0
1191,4164,2-s2.0-47649113187,13906299000,60003161,1,not high,0
1192,4166,2-s2.0-36549064186,6603294369,60018319,31,not high,0
1194,4168,2-s2.0-43149107416,8840256300,60017161,1,not high,0
1197,4172,2-s2.0-38049050834,12244507900,60006602,4,not high,0
1198,4174,2-s2.0-48149113435,7403048836,60014256,3,not high,0
1200,4177,2-s2.0-37849048709,55418224700,60002668,2,not high,0
1201,4178,2-s2.0-84857000598,8905979500,60029507,2,not high,0
1203,4182,2-s2.0-37549067817,7404884741,60016912,4,not high,0
1204,4205,2-s2.0-47649098875,6507554693,60017161,0,not high,0
1206,4219,2-s2.0-38049125805,6603589366,60029428,0,not high,0
1208,4222,2-s2.0-38049171044,36071754100,60025084,0,not high,0
1209,4228,2-s2.0-47649117818,6701850331,60000928,0,not high,0
1213,4233,2-s2.0-38049095109,35235871200,60012370,0,not high,0
1214,4234,2-s2.0-84871214187,24577672600,60071047,0,not high,0
1216,4237,2-s2.0-47649099957,23388986300,60005429,0,not high,0
1218,4250,2-s2.0-47649115946,36063436900,60013682,2,not high,0
1220,4256,2-s2.0-49049084842,8560917800,60010884,1,not high,0
1222,4264,2-s2.0-47649128997,23390031500,60000928,2,not high,0
1225,4272,2-s2.0-49049117812,6602337538,60003500,2,not high,0
1226,4275,2-s2.0-47649117565,7006024868,60018179,4,not high,0
1228,4278,2-s2.0-38449095009,23476034800,60025063,26,not high,0
1231,4287,2-s2.0-50149103783,7403936958,60008783,1,not high,0
1232,4295,2-s2.0-44949100281,7005988049,60031226,0,not high,0
1235,4298,2-s2.0-47649111942,16053153300,60007027,0,not high,0
1241,4308,2-s2.0-49049100013,7102918883,112207148,0,not high,0
1242,4310,2-s2.0-38349014817,6507692311,60021255,0,not high,0
1243,4311,2-s2.0-62449095974,7404954997,60105210,0,not high,0
1244,4312,2-s2.0-47649088526,6505925601,60022195,0,not high,0
1246,4328,2-s2.0-38048998653,8931630100,60024989,0,not high,0
1250,4333,2-s2.0-47649115219,7404927099,60013369,0,not high,0
1252,4335,2-s2.0-47649118048,55143648300,60032083,6,not high,0
1255,4338,2-s2.0-47649104930,36984623900,60004305,2,not high,0
1258,4348,2-s2.0-36849029833,7006672394,60015481,76,not high,0
1259,4349,2-s2.0-49249108470,36078712200,60021666,1,not high,0
1261,4354,2-s2.0-80052973939,35618123800,60002162,1,not high,0
1262,4362,2-s2.0-38349072026,6602129406,60005510,1,not high,0
1263,4363,2-s2.0-34249683488,7003471235,60028378,169,not high,0
1265,4367,2-s2.0-47649124058,18038201600,60012387,5,not high,0
1267,4374,2-s2.0-36549075072,32967474100,60025038,24,not high,0
1268,4376,2-s2.0-49049098999,6602517708,60000745,1,not high,0
1270,4387,2-s2.0-36749016685,15070807400,60000456,199,not high,0
1273,4403,2-s2.0-44949096375,35563126400,105825056,1,not high,0
1275,4406,2-s2.0-47649132794,56155497500,60010365,2,not high,0
1276,4409,2-s2.0-49149095604,7409751811,60003892,2,not high,0
1277,4411,2-s2.0-36049020719,7006085495,60001462,69,not high,0
1278,4412,2-s2.0-47649114637,8450834100,60007711,10,not high,0
1281,4421,2-s2.0-38349054459,7005988049,60031226,0,not high,0
1284,4425,2-s2.0-38549130174,12783474300,60005244,0,not high,0
1285,4428,2-s2.0-38049046696,9039230800,60030619,0,not high,0
1288,4431,2-s2.0-38349072119,23466830900,60010586,0,not high,0
1289,4433,2-s2.0-49049105673,8914736700,60030612,0,not high,0
1291,4435,2-s2.0-47649087467,36071644600,60029311,0,not high,0
1293,4443,2-s2.0-44949192814,7404709292,60014662,0,not high,0
1295,4447,2-s2.0-79551540456,7005559701,60009839,1,not high,0
1297,4450,2-s2.0-67650698880,9737954500,60003915,4,not high,0
1300,4458,2-s2.0-47649110337,13606048500,60015206,3,not high,0
1301,4459,2-s2.0-70350390443,6701920501,60006222,3,not high,0
1303,4463,2-s2.0-38049078106,7404097429,113941361,1,not high,0
1307,4469,2-s2.0-47649120709,35615386800,60000689,3,not high,0
1308,4472,2-s2.0-34547825448,13310265500,60006541,35,not high,0
1311,4478,2-s2.0-55249120779,7101774456,60003771,3,not high,0
1312,4486,2-s2.0-36549003090,32967474100,60025038,5,not high,0
1313,4487,2-s2.0-84871979029,55726501200,60068693,5,not high,0
1317,4493,2-s2.0-44949110064,23981703800,60000251,2,not high,0
1320,4498,2-s2.0-47649132192,6602628235,60024438,2,not high,0
1322,4505,2-s2.0-38349006495,14065036600,60076653,0,not high,0
1323,4506,2-s2.0-84871990111,9043629200,60002668,0,not high,0
1326,4511,2-s2.0-47649121789,9250276900,60022904,0,not high,0
1327,4515,2-s2.0-49049089735,55739553600,60019647,0,not high,0
1329,4519,2-s2.0-38049153814,18038386000,60012317,0,not high,0
1331,4521,2-s2.0-38049048291,7003469056,60009160,0,not high,0
1332,4531,2-s2.0-47649121804,18039042000,60028599,0,not high,0
1333,4536,2-s2.0-38149135077,36072008200,60016521,0,not high,0
1334,4540,2-s2.0-44949228281,7404927099,60013369,0,not high,0
1336,4543,2-s2.0-84856994791,7005180387,60017246,2,not high,0
1340,4547,2-s2.0-47649112464,7202290867,60009509,1,not high,0
1341,4555,2-s2.0-49049085035,6602895421,60003662,9,not high,0
1344,4573,2-s2.0-47649129580,19640855500,60018029,2,not high,0
1346,4584,2-s2.0-47649107484,55917660000,60009415,3,not high,0
1347,4591,2-s2.0-84857005983,8560917800,60010884,1,not high,0
1350,4596,2-s2.0-47649083346,7409753328,60023927,1,not high,0
1351,4598,2-s2.0-49049085457,7406031851,60008928,2,not high,0
1354,4604,2-s2.0-84883592479,55597967700,60022988,1,not high,0
1356,4615,2-s2.0-47649117569,7405609977,60003467,0,not high,0
1357,4620,2-s2.0-47649083093,54790571800,60103760,0,not high,0
1358,4621,2-s2.0-49049098267,35243608100,60022904,0,not high,0
1360,4623,2-s2.0-84863022204,8907801400,60031706,0,not high,0
1363,4626,2-s2.0-84886019253,7003662061,60015881,0,not high,0
1364,4634,2-s2.0-36048997121,14820065600,60018869,4,not high,0
1366,4641,2-s2.0-36749057959,8550923600,60073456,16,not high,0
1367,4649,2-s2.0-39049117347,23494078600,60021158,1,not high,0
1368,4651,2-s2.0-37849054103,7003982603,60014439,14,not high,0
1371,4661,2-s2.0-84857005866,6701621405,60000481,7,not high,0
1373,4666,2-s2.0-46049112076,6506460383,60031004,42,not high,0
1375,4673,2-s2.0-36549006938,7202723332,60012708,8,high,1
